Активные соединения с интернетом (w/o servers)
Proto Recv-Q Send-Q Local Address Foreign Address State      
unix  3      [ ]         STREAM     CONNECTED     64912    
unix  3      [ ]         STREAM     CONNECTED     46135    
unix  3      [ ]         STREAM     CONNECTED     48419    
unix  3      [ ]         STREAM     CONNECTED     48416    
unix  3      [ ]         STREAM     CONNECTED     86110    
unix  3      [ ]         STREAM     CONNECTED     52096    
unix  3      [ ]         STREAM     CONNECTED     39048    
unix  2      [ ]         DGRAM                    38926    
unix  3      [ ]         STREAM     CONNECTED     75867    
unix  3      [ ]         STREAM     CONNECTED     66703    
unix  3      [ ]         STREAM     CONNECTED     48547    
unix  3      [ ]         STREAM     CONNECTED     48460    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     48429    
unix  3      [ ]         STREAM     CONNECTED     42420    
unix  3      [ ]         STREAM     CONNECTED     41147    
unix  3      [ ]         STREAM     CONNECTED     32577    
unix  3      [ ]         STREAM     CONNECTED     100927   
unix  3      [ ]         STREAM     CONNECTED     96615    
unix  3      [ ]         STREAM     CONNECTED     96598    
unix  3      [ ]         STREAM     CONNECTED     55291    /run/user/1000/dolphintGAobr.9.slave-socket
unix  3      [ ]         STREAM     CONNECTED     47275    
unix  3      [ ]         STREAM     CONNECTED     92136    
unix  2      [ ]         STREAM     CONNECTED     85899    
unix  3      [ ]         STREAM     CONNECTED     87677    
unix  3      [ ]         SEQPACKET  CONNECTED     81469    
unix  3      [ ]         STREAM     CONNECTED     53899    
unix  3      [ ]         STREAM     CONNECTED     49309    
unix  3      [ ]         STREAM     CONNECTED     39846    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     44927    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     41411    
unix  3      [ ]         STREAM     CONNECTED     37695    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     64642    
unix  3      [ ]         STREAM     CONNECTED     51900    
unix  3      [ ]         SEQPACKET  CONNECTED     112239   
unix  3      [ ]         STREAM     CONNECTED     63933    
unix  3      [ ]         STREAM     CONNECTED     40283    
unix  3      [ ]         STREAM     CONNECTED     37971    
unix  2      [ ]         DGRAM                    31397    
unix  3      [ ]         STREAM     CONNECTED     49252    
unix  3      [ ]         STREAM     CONNECTED     89092    
unix  3      [ ]         STREAM     CONNECTED     77323    
unix  3      [ ]         STREAM     CONNECTED     55719    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     49275    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     32737    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     36705    
unix  3      [ ]         DGRAM                    37087    
unix  2      [ ]         DGRAM                    26964    
unix  3      [ ]         STREAM     CONNECTED     42734    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     47144    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     47211    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     61783    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     42728    
unix  3      [ ]         SEQPACKET  CONNECTED     75865    
unix  3      [ ]         STREAM     CONNECTED     63341    
unix  3      [ ]         STREAM     CONNECTED     48455    
unix  3      [ ]         STREAM     CONNECTED     40279    
unix  2      [ ]         DGRAM                    40962    
unix  3      [ ]         STREAM     CONNECTED     29549    
unix  3      [ ]         STREAM     CONNECTED     29343    
unix  3      [ ]         SEQPACKET  CONNECTED     113923   
unix  3      [ ]         STREAM     CONNECTED     51833    
unix  3      [ ]         STREAM     CONNECTED     42229    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     36660    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     115883   
unix  3      [ ]         STREAM     CONNECTED     100926   
unix  3      [ ]         STREAM     CONNECTED     48414    @/tmp/.ICE-unix/1588
unix  2      [ ]         DGRAM                    115237   
unix  3      [ ]         STREAM     CONNECTED     92137    
unix  3      [ ]         STREAM     CONNECTED     61784    
unix  3      [ ]         STREAM     CONNECTED     47214    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     47206    
unix  3      [ ]         STREAM     CONNECTED     47105    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     40007    
unix  2      [ ]         STREAM     CONNECTED     84604    
unix  3      [ ]         STREAM     CONNECTED     66327    
unix  3      [ ]         STREAM     CONNECTED     47367    
unix  3      [ ]         SEQPACKET  CONNECTED     113924   
unix  3      [ ]         STREAM     CONNECTED     63770    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     60806    @/tmp/.ICE-unix/1588
unix  3      [ ]         STREAM     CONNECTED     55720    
unix  2      [ ]         STREAM     CONNECTED     50232    /run/user/1000/plasmashellqZDeBj.1.slave-socket
unix  3      [ ]         STREAM     CONNECTED     31393    
unix  2      [ ]         STREAM     CONNECTED     85983    
unix  3      [ ]         STREAM     CONNECTED     52097    
