Активные соединения с интернетом (w/o servers)
Proto Recv-Q Send-Q Local Address Foreign Address State      
unix  3      [ ]         STREAM     CONNECTED     39901    
unix  3      [ ]         STREAM     CONNECTED     36714    
unix  3      [ ]         DGRAM                    27469    
unix  3      [ ]         STREAM     CONNECTED     108620   
unix  3      [ ]         STREAM     CONNECTED     40069    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     36613    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     37110    /run/systemd/journal/stdout
unix  3      [ ]         SEQPACKET  CONNECTED     98957    
unix  3      [ ]         STREAM     CONNECTED     102832   
unix  3      [ ]         STREAM     CONNECTED     86920    
unix  3      [ ]         SEQPACKET  CONNECTED     52113    
unix  3      [ ]         STREAM     CONNECTED     42701    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     39466    
unix  3      [ ]         SEQPACKET  CONNECTED     78022    
unix  3      [ ]         STREAM     CONNECTED     64911    
unix  3      [ ]         STREAM     CONNECTED     45004    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     49468    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     48418    
unix  3      [ ]         STREAM     CONNECTED     42684    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     89801    
unix  3      [ ]         STREAM     CONNECTED     80933    
unix  3      [ ]         STREAM     CONNECTED     63912    /run/user/1000/dolphinPTtyGy.10.slave-socket
unix  3      [ ]         STREAM     CONNECTED     45014    
unix  3      [ ]         STREAM     CONNECTED     45136    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     41412    
unix  3      [ ]         STREAM     CONNECTED     41408    
unix  3      [ ]         STREAM     CONNECTED     114027   
unix  3      [ ]         STREAM     CONNECTED     84181    
unix  3      [ ]         SEQPACKET  CONNECTED     66316    
unix  3      [ ]         STREAM     CONNECTED     47281    
unix  2      [ ]         DGRAM                    43671    
unix  3      [ ]         STREAM     CONNECTED     97219    
unix  3      [ ]         SEQPACKET  CONNECTED     90228    
unix  3      [ ]         STREAM     CONNECTED     45246    
unix  3      [ ]         STREAM     CONNECTED     86919    
unix  3      [ ]         STREAM     CONNECTED     55257    
unix  3      [ ]         STREAM     CONNECTED     48623    
unix  3      [ ]         STREAM     CONNECTED     48570    
unix  3      [ ]         STREAM     CONNECTED     32767    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     36603    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     52060    
unix  3      [ ]         STREAM     CONNECTED     80117    
unix  3      [ ]         STREAM     CONNECTED     60911    
unix  3      [ ]         STREAM     CONNECTED     39907    
unix  3      [ ]         STREAM     CONNECTED     43726    
unix  2      [ ]         DGRAM                    39733    
unix  2      [ ]         DGRAM                    36104    
unix  3      [ ]         STREAM     CONNECTED     26955    
unix  3      [ ]         STREAM     CONNECTED     63713    @/tmp/dbus-VFvSlngVmD
unix  3      [ ]         STREAM     CONNECTED     32748    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     117108   
unix  3      [ ]         STREAM     CONNECTED     108579   
unix  3      [ ]         STREAM     CONNECTED     89311    
unix  2      [ ]         STREAM     CONNECTED     79334    
unix  3      [ ]         STREAM     CONNECTED     75870    
unix  3      [ ]         STREAM     CONNECTED     47320    /run/user/1000/pulse/native
unix  3      [ ]         STREAM     CONNECTED     47267    @/tmp/.ICE-unix/1588
unix  3      [ ]         STREAM     CONNECTED     35374    /run/systemd/journal/stdout
unix  2      [ ]         DGRAM                    32727    
unix  3      [ ]         STREAM     CONNECTED     32733    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     40278    
unix  2      [ ]         DGRAM                    39441    
unix  3      [ ]         STREAM     CONNECTED     46295    
unix  2      [ ]         STREAM     CONNECTED     39801    /run/user/1000/kwallet5.socket
unix  3      [ ]         STREAM     CONNECTED     62962    @/tmp/.ICE-unix/1588
unix  3      [ ]         STREAM     CONNECTED     44985    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     42690    
unix  3      [ ]         STREAM     CONNECTED     115868   
unix  3      [ ]         STREAM     CONNECTED     90753    
unix  3      [ ]         STREAM     CONNECTED     49285    /run/user/1000/bus
unix  2      [ ]         STREAM     CONNECTED     96682    
unix  3      [ ]         SEQPACKET  CONNECTED     84127    
unix  3      [ ]         SEQPACKET  CONNECTED     66317    
unix  3      [ ]         STREAM     CONNECTED     39891    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     47218    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     43682    
unix  2      [ ]         STREAM     CONNECTED     92135    
unix  3      [ ]         STREAM     CONNECTED     71042    
unix  3      [ ]         STREAM     CONNECTED     67601    
unix  3      [ ]         STREAM     CONNECTED     64901    /run/user/1000/plasmashellHPXaGo.7.slave-socket
unix  3      [ ]         STREAM     CONNECTED     44949    
unix  3      [ ]         STREAM     CONNECTED     39842    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     47200    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     64689    
unix  3      [ ]         SEQPACKET  CONNECTED     71827    
unix  3      [ ]         STREAM     CONNECTED     86109    
unix  3      [ ]         STREAM     CONNECTED     60786    @/tmp/.ICE-unix/1588
unix  3      [ ]         STREAM     CONNECTED     57173    @/tmp/.ICE-unix/1588
unix  3      [ ]         STREAM     CONNECTED     38708    
unix  3      [ ]         STREAM     CONNECTED     36663    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     108621   
unix  3      [ ]         STREAM     CONNECTED     45323    
unix  3      [ ]         STREAM     CONNECTED     45197    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     87678    
unix  3      [ ]         STREAM     CONNECTED     44387    
unix  3      [ ]         STREAM     CONNECTED     46284    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     49330    
unix  3      [ ]         STREAM     CONNECTED     49282    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     44933    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     43225    
unix  2      [ ]         DGRAM                    39513    
unix  3      [ ]         STREAM     CONNECTED     36851    
unix  3      [ ]         DGRAM                    22334    
unix  3      [ ]         STREAM     CONNECTED     55251    
unix  3      [ ]         STREAM     CONNECTED     64692    
unix  3      [ ]         STREAM     CONNECTED     42727    
unix  3      [ ]         STREAM     CONNECTED     42716    
unix  3      [ ]         STREAM     CONNECTED     44986    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     48403    
unix  3      [ ]         STREAM     CONNECTED     39429    
unix  3      [ ]         STREAM     CONNECTED     38936    
unix  3      [ ]         STREAM     CONNECTED     98987    
unix  3      [ ]         SEQPACKET  CONNECTED     93891    
unix  3      [ ]         STREAM     CONNECTED     67193    
unix  3      [ ]         STREAM     CONNECTED     55246    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     48454    
unix  3      [ ]         SEQPACKET  CONNECTED     115899   
unix  3      [ ]         SEQPACKET  CONNECTED     117100   
unix  3      [ ]         STREAM     CONNECTED     115884   
unix  3      [ ]         STREAM     CONNECTED     89189    
unix  3      [ ]         STREAM     CONNECTED     80934    
unix  3      [ ]         STREAM     CONNECTED     45308    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     47270    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     47197    
unix  3      [ ]         STREAM     CONNECTED     41981    
unix  3      [ ]         STREAM     CONNECTED     44790    
unix  2      [ ]         STREAM     CONNECTED     84103    
unix  3      [ ]         STREAM     CONNECTED     47400    
unix  3      [ ]         STREAM     CONNECTED     43704    
unix  3      [ ]         DGRAM                    37086    
unix  3      [ ]         STREAM     CONNECTED     47183    /run/user/1000/bus
unix  3      [ ]         SEQPACKET  CONNECTED     112240   
unix  3      [ ]         STREAM     CONNECTED     62109    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     60873    /run/user/1000/pulse/native
unix  3      [ ]         STREAM     CONNECTED     57174    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     42754    @/tmp/.ICE-unix/1588
unix  3      [ ]         STREAM     CONNECTED     38403    
unix  3      [ ]         STREAM     CONNECTED     103956   
unix  3      [ ]         SEQPACKET  CONNECTED     72494    
unix  3      [ ]         STREAM     CONNECTED     108642   
unix  3      [ ]         SEQPACKET  CONNECTED     68616    
unix  3      [ ]         STREAM     CONNECTED     47241    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     77341    
unix  2      [ ]         STREAM     CONNECTED     70580    
unix  3      [ ]         SEQPACKET  CONNECTED     60974    
unix  3      [ ]         STREAM     CONNECTED     48535    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     43745    
unix  3      [ ]         STREAM     CONNECTED     35765    /tmp/sddm-auth1814f5af-a17f-435a-b073-f5b247ad166c
unix  3      [ ]         STREAM     CONNECTED     36850    
unix  3      [ ]         STREAM     CONNECTED     32527    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     62117    
unix  2      [ ]         DGRAM                    37082    
unix  3      [ ]         SEQPACKET  CONNECTED     72101    
unix  3      [ ]         STREAM     CONNECTED     42695    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     48426    
unix  3      [ ]         STREAM     CONNECTED     46133    
unix  2      [ ]         STREAM     CONNECTED     85479    
unix  2      [ ]         STREAM     CONNECTED     64219    
unix  3      [ ]         STREAM     CONNECTED     64908    
unix  2      [ ]         STREAM     CONNECTED     93894    
unix  3      [ ]         SEQPACKET  CONNECTED     75864    
unix  3      [ ]         STREAM     CONNECTED     47278    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     45020    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     47220    
unix  3      [ ]         STREAM     CONNECTED     32414    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     40285    
unix  3      [ ]         STREAM     CONNECTED     35400    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     32734    /run/dbus/system_bus_socket
unix  2      [ ]         DGRAM                    38932    
unix  3      [ ]         STREAM     CONNECTED     63342    
unix  3      [ ]         STREAM     CONNECTED     39889    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     32738    /run/dbus/system_bus_socket
unix  3      [ ]         SEQPACKET  CONNECTED     78023    
unix  3      [ ]         STREAM     CONNECTED     73615    
unix  3      [ ]         STREAM     CONNECTED     62938    /run/user/1000/dolphinANAJTc.8.slave-socket
unix  3      [ ]         STREAM     CONNECTED     48410    
unix  3      [ ]         STREAM     CONNECTED     88550    
unix  3      [ ]         SEQPACKET  CONNECTED     81003    
unix  3      [ ]         STREAM     CONNECTED     47198    
unix  3      [ ]         STREAM     CONNECTED     39725    
unix  3      [ ]         STREAM     CONNECTED     36516    
unix  3      [ ]         STREAM     CONNECTED     32392    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     117107   
unix  3      [ ]         SEQPACKET  CONNECTED     117101   
unix  3      [ ]         STREAM     CONNECTED     115869   
unix  3      [ ]         SEQPACKET  CONNECTED     93330    
unix  3      [ ]         SEQPACKET  CONNECTED     72102    
unix  3      [ ]         SEQPACKET  CONNECTED     72075    
unix  3      [ ]         STREAM     CONNECTED     47230    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     35552    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     39300    
unix  3      [ ]         SEQPACKET  CONNECTED     66691    
unix  3      [ ]         STREAM     CONNECTED     64693    /run/user/1000/katelHsoMu.4.slave-socket
unix  3      [ ]         STREAM     CONNECTED     40280    @/tmp/dbus-VFvSlngVmD
unix  3      [ ]         STREAM     CONNECTED     38043    
unix  3      [ ]         SEQPACKET  CONNECTED     68926    
unix  3      [ ]         STREAM     CONNECTED     49469    @/tmp/dbus-VFvSlngVmD
unix  3      [ ]         STREAM     CONNECTED     84111    
unix  2      [ ]         STREAM     CONNECTED     68622    
unix  3      [ ]         SEQPACKET  CONNECTED     68617    
unix  3      [ ]         DGRAM                    43679    
unix  3      [ ]         STREAM     CONNECTED     44395    
unix  3      [ ]         STREAM     CONNECTED     89800    
unix  3      [ ]         STREAM     CONNECTED     77345    
unix  3      [ ]         SEQPACKET  CONNECTED     60973    
unix  3      [ ]         STREAM     CONNECTED     62821    /run/user/1000/kateOkKxuV.1.slave-socket
unix  3      [ ]         STREAM     CONNECTED     61951    
unix  3      [ ]         STREAM     CONNECTED     49553    
unix  3      [ ]         STREAM     CONNECTED     47207    
unix  3      [ ]         STREAM     CONNECTED     44851    
unix  3      [ ]         STREAM     CONNECTED     36622    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     102927   
unix  3      [ ]         STREAM     CONNECTED     75871    
unix  3      [ ]         STREAM     CONNECTED     48456    
unix  2      [ ]         DGRAM                    38686    
unix  3      [ ]         STREAM     CONNECTED     32739    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     36593    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     47235    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     64897    
unix  3      [ ]         STREAM     CONNECTED     60789    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     80138    
unix  3      [ ]         STREAM     CONNECTED     71043    
unix  3      [ ]         STREAM     CONNECTED     75720    
unix  3      [ ]         STREAM     CONNECTED     39908    
unix  3      [ ]         STREAM     CONNECTED     40220    
unix  3      [ ]         STREAM     CONNECTED     44612    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     39151    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     118171   
unix  3      [ ]         STREAM     CONNECTED     99014    
unix  3      [ ]         STREAM     CONNECTED     45322    
unix  3      [ ]         STREAM     CONNECTED     44932    
unix  3      [ ]         STREAM     CONNECTED     112230   
unix  3      [ ]         STREAM     CONNECTED     86973    
unix  3      [ ]         STREAM     CONNECTED     66566    
unix  3      [ ]         STREAM     CONNECTED     55276    
unix  3      [ ]         STREAM     CONNECTED     47396    /run/user/1000/pulse/native
unix  3      [ ]         STREAM     CONNECTED     49281    @/tmp/.ICE-unix/1588
unix  3      [ ]         STREAM     CONNECTED     31471    
unix  3      [ ]         SEQPACKET  CONNECTED     108547   
unix  3      [ ]         STREAM     CONNECTED     39271    
unix  3      [ ]         STREAM     CONNECTED     78097    
unix  3      [ ]         STREAM     CONNECTED     68982    
unix  3      [ ]         STREAM     CONNECTED     46267    
unix  3      [ ]         STREAM     CONNECTED     47240    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     89104    
unix  3      [ ]         SEQPACKET  CONNECTED     77719    
unix  3      [ ]         STREAM     CONNECTED     62134    
unix  2      [ ]         STREAM     CONNECTED     62131    
unix  3      [ ]         STREAM     CONNECTED     51384    
unix  3      [ ]         STREAM     CONNECTED     45301    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     45011    
unix  3      [ ]         STREAM     CONNECTED     45280    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     36632    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     114049   
unix  3      [ ]         STREAM     CONNECTED     96610    
unix  3      [ ]         STREAM     CONNECTED     88545    
unix  3      [ ]         STREAM     CONNECTED     66329    
unix  3      [ ]         STREAM     CONNECTED     50230    /run/cups/cups.sock
unix  3      [ ]         STREAM     CONNECTED     44977    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     48400    /run/user/1000/bus
unix  2      [ ]         STREAM     CONNECTED     115892   
unix  3      [ ]         STREAM     CONNECTED     108641   
unix  3      [ ]         STREAM     CONNECTED     85389    
unix  3      [ ]         STREAM     CONNECTED     64959    
unix  3      [ ]         STREAM     CONNECTED     55292    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     30282    
unix  3      [ ]         STREAM     CONNECTED     74487    
unix  3      [ ]         STREAM     CONNECTED     67440    
unix  3      [ ]         STREAM     CONNECTED     48457    
unix  3      [ ]         STREAM     CONNECTED     32697    
unix  3      [ ]         STREAM     CONNECTED     47234    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     45138    
unix  3      [ ]         STREAM     CONNECTED     40217    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     88551    
unix  3      [ ]         STREAM     CONNECTED     81004    
unix  2      [ ]         DGRAM                    39728    
unix  3      [ ]         STREAM     CONNECTED     39529    /run/containerd/containerd.sock
unix  3      [ ]         STREAM     CONNECTED     41407    
unix  3      [ ]         STREAM     CONNECTED     47190    @/tmp/.X11-unix/X0
unix  3      [ ]         SEQPACKET  CONNECTED     98976    
unix  3      [ ]         STREAM     CONNECTED     66141    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     55208    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     39333    
unix  3      [ ]         STREAM     CONNECTED     29619    
unix  3      [ ]         STREAM     CONNECTED     112172   
unix  3      [ ]         STREAM     CONNECTED     85388    
unix  3      [ ]         STREAM     CONNECTED     74486    
unix  3      [ ]         STREAM     CONNECTED     64070    
unix  3      [ ]         SEQPACKET  CONNECTED     66690    
unix  2      [ ]         STREAM     CONNECTED     59618    /run/user/1000/dolphinOzJqBy.7.slave-socket
unix  3      [ ]         STREAM     CONNECTED     48446    
unix  3      [ ]         STREAM     CONNECTED     47215    
unix  3      [ ]         STREAM     CONNECTED     44997    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     118170   
unix  3      [ ]         STREAM     CONNECTED     49360    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     40286    @/tmp/dbus-VFvSlngVmD
unix  3      [ ]         DGRAM                    43613    
unix  3      [ ]         STREAM     CONNECTED     37401    
unix  3      [ ]         DGRAM                    37085    
unix  3      [ ]         STREAM     CONNECTED     89799    
unix  3      [ ]         STREAM     CONNECTED     89310    
unix  3      [ ]         STREAM     CONNECTED     81005    
unix  2      [ ]         STREAM     CONNECTED     73759    
unix  2      [ ]         STREAM     CONNECTED     60966    
unix  3      [ ]         SEQPACKET  CONNECTED     62125    
unix  3      [ ]         STREAM     CONNECTED     45006    
unix  3      [ ]         STREAM     CONNECTED     41414    
unix  3      [ ]         STREAM     CONNECTED     36449    
unix  3      [ ]         STREAM     CONNECTED     46145    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     64690    
unix  3      [ ]         STREAM     CONNECTED     54789    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     49272    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     98988    
unix  3      [ ]         STREAM     CONNECTED     66704    
unix  3      [ ]         STREAM     CONNECTED     49280    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     32729    
unix  3      [ ]         STREAM     CONNECTED     38935    
unix  3      [ ]         STREAM     CONNECTED     48417    @/tmp/.ICE-unix/1588
unix  3      [ ]         STREAM     CONNECTED     50244    
unix  3      [ ]         STREAM     CONNECTED     42689    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     39841    
unix  2      [ ]         DGRAM                    36518    
unix  3      [ ]         STREAM     CONNECTED     96597    
unix  2      [ ]         STREAM     CONNECTED     47406    /run/user/1000/plasmashellSgawIL.3.slave-socket
unix  3      [ ]         STREAM     CONNECTED     47318    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     45297    /run/dbus/system_bus_socket
unix  3      [ ]         SEQPACKET  CONNECTED     98958    
unix  3      [ ]         STREAM     CONNECTED     43748    
unix  2      [ ]         STREAM     CONNECTED     112159   
unix  3      [ ]         SEQPACKET  CONNECTED     94674    
unix  3      [ ]         STREAM     CONNECTED     63789    @/tmp/dbus-VFvSlngVmD
unix  3      [ ]         STREAM     CONNECTED     55718    
unix  3      [ ]         STREAM     CONNECTED     48447    
unix  3      [ ]         SEQPACKET  CONNECTED     108548   
unix  3      [ ]         STREAM     CONNECTED     39460    
unix  3      [ ]         SEQPACKET  CONNECTED     90229    
unix  3      [ ]         STREAM     CONNECTED     89188    
unix  3      [ ]         SEQPACKET  CONNECTED     77718    
unix  3      [ ]         STREAM     CONNECTED     74392    
unix  3      [ ]         STREAM     CONNECTED     66330    
unix  3      [ ]         STREAM     CONNECTED     62135    
unix  3      [ ]         STREAM     CONNECTED     64904    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     62110    
unix  3      [ ]         STREAM     CONNECTED     45009    
unix  3      [ ]         STREAM     CONNECTED     43202    
unix  2      [ ]         DGRAM                    41406    
unix  3      [ ]         STREAM     CONNECTED     102928   
unix  3      [ ]         STREAM     CONNECTED     84112    
unix  3      [ ]         SEQPACKET  CONNECTED     65969    
unix  3      [ ]         STREAM     CONNECTED     58817    
unix  3      [ ]         STREAM     CONNECTED     47274    @/tmp/.ICE-unix/1588
unix  3      [ ]         STREAM     CONNECTED     47221    
unix  3      [ ]         STREAM     CONNECTED     44917    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     47272    
unix  3      [ ]         STREAM     CONNECTED     44867    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     88546    
unix  3      [ ]         STREAM     CONNECTED     87684    
unix  3      [ ]         SEQPACKET  CONNECTED     62129    
unix  3      [ ]         STREAM     CONNECTED     49466    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     47229    @/tmp/.ICE-unix/1588
unix  3      [ ]         STREAM     CONNECTED     47210    
unix  3      [ ]         STREAM     CONNECTED     45242    
unix  3      [ ]         STREAM     CONNECTED     41566    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     60848    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     39046    
unix  3      [ ]         STREAM     CONNECTED     30212    
unix  3      [ ]         SEQPACKET  CONNECTED     98975    
unix  3      [ ]         STREAM     CONNECTED     40284    
unix  3      [ ]         STREAM     CONNECTED     48436    
unix  3      [ ]         STREAM     CONNECTED     47253    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     42320    
unix  2      [ ]         DGRAM                    32582    
unix  3      [ ]         STREAM     CONNECTED     32731    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     73616    
unix  3      [ ]         STREAM     CONNECTED     42717    
unix  3      [ ]         STREAM     CONNECTED     42705    
unix  3      [ ]         STREAM     CONNECTED     35670    
unix  3      [ ]         STREAM     CONNECTED     48402    
unix  3      [ ]         STREAM     CONNECTED     48399    
unix  3      [ ]         STREAM     CONNECTED     96644    
unix  3      [ ]         STREAM     CONNECTED     96608    
unix  3      [ ]         STREAM     CONNECTED     52967    @/tmp/dbus-VFvSlngVmD
unix  3      [ ]         STREAM     CONNECTED     39894    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     89802    
unix  3      [ ]         STREAM     CONNECTED     65958    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     52970    /run/user/1000/dolphincZnvhm.3.slave-socket
unix  2      [ ]         DGRAM                    44988    
unix  3      [ ]         STREAM     CONNECTED     40213    
unix  3      [ ]         STREAM     CONNECTED     41409    
unix  3      [ ]         STREAM     CONNECTED     90754    
unix  3      [ ]         SEQPACKET  CONNECTED     90728    
unix  3      [ ]         SEQPACKET  CONNECTED     104090   
unix  3      [ ]         SEQPACKET  CONNECTED     52114    
unix  3      [ ]         STREAM     CONNECTED     62123    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     55258    
unix  3      [ ]         STREAM     CONNECTED     36664    /run/systemd/journal/stdout
unix  2      [ ]         DGRAM                    31395    
unix  3      [ ]         STREAM     CONNECTED     64957    
unix  3      [ ]         STREAM     CONNECTED     68983    
unix  3      [ ]         STREAM     CONNECTED     89091    
unix  3      [ ]         SEQPACKET  CONNECTED     80144    
unix  3      [ ]         STREAM     CONNECTED     77322    
unix  3      [ ]         STREAM     CONNECTED     65639    
unix  3      [ ]         STREAM     CONNECTED     50181    
unix  3      [ ]         STREAM     CONNECTED     43707    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     41937    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     40961    /run/cups/cups.sock
unix  3      [ ]         STREAM     CONNECTED     37380    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     45324    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     44919    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     45252    
unix  2      [ ]         STREAM     CONNECTED     95800    
unix  3      [ ]         SEQPACKET  CONNECTED     93892    
unix  2      [ ]         STREAM     CONNECTED     83506    
unix  3      [ ]         STREAM     CONNECTED     48463    
unix  3      [ ]         STREAM     CONNECTED     48415    @/tmp/.ICE-unix/1588
unix  3      [ ]         STREAM     CONNECTED     35549    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     39461    
unix  2      [ ]         DGRAM                    32691    
unix  3      [ ]         STREAM     CONNECTED     62822    /run/user/1000/kategxBSBO.2.slave-socket
unix  3      [ ]         STREAM     CONNECTED     37697    /run/systemd/journal/stdout
unix  2      [ ]         DGRAM                    30483    
unix  3      [ ]         STREAM     CONNECTED     48424    
unix  3      [ ]         SEQPACKET  CONNECTED     85487    
unix  3      [ ]         STREAM     CONNECTED     64913    
unix  3      [ ]         SEQPACKET  CONNECTED     99729    
unix  3      [ ]         STREAM     CONNECTED     81866    
unix  3      [ ]         STREAM     CONNECTED     87685    
unix  3      [ ]         STREAM     CONNECTED     74393    
unix  3      [ ]         SEQPACKET  CONNECTED     62126    
unix  3      [ ]         STREAM     CONNECTED     45007    
unix  3      [ ]         STREAM     CONNECTED     47199    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     40175    
unix  3      [ ]         STREAM     CONNECTED     114028   
unix  3      [ ]         STREAM     CONNECTED     96616    
unix  3      [ ]         STREAM     CONNECTED     84180    
unix  3      [ ]         STREAM     CONNECTED     66328    
unix  3      [ ]         STREAM     CONNECTED     61203    
unix  3      [ ]         STREAM     CONNECTED     43743    
unix  3      [ ]         STREAM     CONNECTED     64069    
unix  2      [ ]         STREAM     CONNECTED     49464    /run/user/1000/plasmashellFjRubG.5.slave-socket
unix  3      [ ]         STREAM     CONNECTED     31324    
unix  3      [ ]         STREAM     CONNECTED     103957   
unix  3      [ ]         STREAM     CONNECTED     51882    
unix  3      [ ]         SEQPACKET  CONNECTED     68631    
unix  3      [ ]         STREAM     CONNECTED     64688    
unix  3      [ ]         STREAM     CONNECTED     60903    
unix  3      [ ]         STREAM     CONNECTED     48427    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     43742    
unix  2      [ ]         STREAM     CONNECTED     115105   
unix  3      [ ]         STREAM     CONNECTED     80137    
unix  3      [ ]         SEQPACKET  CONNECTED     62128    
unix  2      [ ]         STREAM     CONNECTED     46279    /run/user/1000/plasmashellhFOchs.2.slave-socket
unix  3      [ ]         STREAM     CONNECTED     42694    @/tmp/.ICE-unix/1588
unix  3      [ ]         STREAM     CONNECTED     44981    @/tmp/.X11-unix/X0
unix  2      [ ]         DGRAM                    40184    
unix  3      [ ]         STREAM     CONNECTED     39149    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     32740    /run/dbus/system_bus_socket
unix  2      [ ]         STREAM     CONNECTED     78439    
